country,tenor,cutoff_date,forecast_start,forecast_end,forecast_periods,avg_growth_forecast,avg_inflation_forecast,growth_forecast_std,inflation_forecast_std,first_year_growth,first_year_inflation
United States,yld_5yr,2024-04-01,2024-05-01,2029-04-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2024-04-01,2024-05-01,2034-04-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2024-04-01,2024-05-01,2054-04-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United States,yld_2yr,2024-05-01,2024-06-01,2026-05-01,24,1.8311960475180828,3.381033557233751,2.426688018456704,4.868843941938249,3.9809275909246913,7.722408686351383
United States,yld_5yr,2024-05-01,2024-06-01,2029-05-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2024-05-01,2024-06-01,2034-05-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2024-05-01,2024-06-01,2054-05-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United States,yld_2yr,2024-06-01,2024-07-01,2026-06-01,24,1.8311960475180828,3.381033557233751,2.426688018456704,4.868843941938249,3.9809275909246913,7.722408686351383
United States,yld_5yr,2024-06-01,2024-07-01,2029-06-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2024-06-01,2024-07-01,2034-06-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2024-06-01,2024-07-01,2054-06-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United States,yld_2yr,2024-07-01,2024-08-01,2026-07-01,24,1.8311960475180828,3.381033557233751,2.426688018456704,4.868843941938249,3.9809275909246913,7.722408686351383
United States,yld_5yr,2024-07-01,2024-08-01,2029-07-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2024-07-01,2024-08-01,2034-07-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2024-07-01,2024-08-01,2054-07-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United States,yld_2yr,2024-08-01,2024-09-01,2026-08-01,24,1.8311960475180828,3.381033557233751,2.426688018456704,4.868843941938249,3.9809275909246913,7.722408686351383
United States,yld_5yr,2024-08-01,2024-09-01,2029-08-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2024-08-01,2024-09-01,2034-08-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2024-08-01,2024-09-01,2054-08-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United States,yld_2yr,2024-09-01,2024-10-01,2026-09-01,24,1.8311960475180828,3.381033557233751,2.426688018456704,4.868843941938249,3.9809275909246913,7.722408686351383
United States,yld_5yr,2024-09-01,2024-10-01,2029-09-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2024-09-01,2024-10-01,2034-09-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2024-09-01,2024-10-01,2054-09-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United States,yld_2yr,2024-10-01,2024-11-01,2026-10-01,24,1.8311960475180828,3.381033557233751,2.426688018456704,4.868843941938249,3.9809275909246913,7.722408686351383
United States,yld_5yr,2024-10-01,2024-11-01,2029-10-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2024-10-01,2024-11-01,2034-10-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2024-10-01,2024-11-01,2054-10-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United States,yld_2yr,2024-11-01,2024-12-01,2026-11-01,24,1.8311960475180828,3.381033557233751,2.426688018456704,4.868843941938249,3.9809275909246913,7.722408686351383
United States,yld_5yr,2024-11-01,2024-12-01,2029-11-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2024-11-01,2024-12-01,2034-11-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2024-11-01,2024-12-01,2054-11-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United States,yld_2yr,2024-12-01,2025-01-01,2026-12-01,24,1.8311960475180828,3.381033557233751,2.426688018456704,4.868843941938249,3.9809275909246913,7.722408686351383
United States,yld_5yr,2024-12-01,2025-01-01,2029-12-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2024-12-01,2025-01-01,2034-12-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2024-12-01,2025-01-01,2054-12-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United States,yld_2yr,2025-01-01,2025-02-01,2027-01-01,24,1.8311960475180828,3.381033557233751,2.426688018456704,4.868843941938249,3.9809275909246913,7.722408686351383
United States,yld_5yr,2025-01-01,2025-02-01,2030-01-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2025-01-01,2025-02-01,2035-01-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2025-01-01,2025-02-01,2055-01-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United States,yld_2yr,2025-02-01,2025-03-01,2027-02-01,24,1.8311960475180828,3.381033557233751,2.426688018456704,4.868843941938249,3.9809275909246913,7.722408686351383
United States,yld_5yr,2025-02-01,2025-03-01,2030-02-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2025-02-01,2025-03-01,2035-02-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2025-02-01,2025-03-01,2055-02-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United States,yld_2yr,2025-03-01,2025-04-01,2027-03-01,24,1.8311960475180828,3.381033557233751,2.426688018456704,4.868843941938249,3.9809275909246913,7.722408686351383
United States,yld_5yr,2025-03-01,2025-04-01,2030-03-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2025-03-01,2025-04-01,2035-03-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2025-03-01,2025-04-01,2055-03-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United States,yld_2yr,2025-04-01,2025-05-01,2027-04-01,24,1.8311960475180828,3.381033557233751,2.426688018456704,4.868843941938249,3.9809275909246913,7.722408686351383
United States,yld_5yr,2025-04-01,2025-05-01,2030-04-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2025-04-01,2025-05-01,2035-04-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2025-04-01,2025-05-01,2055-04-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United States,yld_2yr,2025-05-01,2025-06-01,2027-05-01,24,1.8311960475180828,3.381033557233751,2.426688018456704,4.868843941938249,3.9809275909246913,7.722408686351383
United States,yld_5yr,2025-05-01,2025-06-01,2030-05-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2025-05-01,2025-06-01,2035-05-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2025-05-01,2025-06-01,2055-05-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United States,yld_2yr,2025-06-01,2025-07-01,2027-06-01,24,1.8311960475180828,3.381033557233751,2.426688018456704,4.868843941938249,3.9809275909246913,7.722408686351383
United States,yld_5yr,2025-06-01,2025-07-01,2030-06-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2025-06-01,2025-07-01,2035-06-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2025-06-01,2025-07-01,2055-06-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United States,yld_2yr,2025-07-01,2025-08-01,2027-07-01,24,1.8311960475180828,3.381033557233751,2.426688018456704,4.868843941938249,3.9809275909246913,7.722408686351383
United States,yld_5yr,2025-07-01,2025-08-01,2030-07-01,60,4.9483805330375015,3.6182284103999156,3.8010153897712513,4.046560142005246,3.9809275909246913,7.722408686351383
United States,yld_10yr,2025-07-01,2025-08-01,2035-07-01,120,3.952640951870092,2.3825884073089987,3.5671288217998063,3.2585849829566773,3.9809275909246913,7.722408686351383
United States,yld_30yr,2025-07-01,2025-08-01,2055-07-01,360,3.8441069888419577,3.4301430085296527,2.9873460778345216,3.076240389564482,3.9809275909246913,7.722408686351383
United Kingdom,yld_2yr,1990-01-01,1990-02-01,1992-01-01,24,1.8020674279659765,5.38638612396403,0.584526690293088,0.20640126844666476,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1990-01-01,1990-02-01,1995-01-01,60,3.136094218848911,5.345796294705309,2.353388167385767,0.14550052384066484,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1990-01-01,1990-02-01,2000-01-01,120,3.1991335088485444,5.3006468053624,2.2318557580321854,0.11203506767888267,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1990-01-01,1990-02-01,2020-01-01,360,2.672059807268619,5.270547145800462,2.481110154227451,0.0679330536713812,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1990-02-01,1990-03-01,1992-02-01,24,1.8020674279659765,5.37813639791846,0.584526690293088,0.20096121576784404,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1990-02-01,1990-03-01,1995-02-01,60,3.136094218848911,5.352036942544136,2.353388167385767,0.13786014910491234,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1990-02-01,1990-03-01,2000-02-01,120,3.1991335088485444,5.313625348804989,2.2318557580321854,0.10445431979724192,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1990-02-01,1990-03-01,2020-02-01,360,2.672059807268619,5.288017619645557,2.481110154227451,0.06281267034769464,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1990-03-01,1990-04-01,1992-03-01,24,1.8020674279659765,5.5431380822879595,0.584526690293088,0.34051418829443464,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1990-03-01,1990-04-01,1995-03-01,60,3.136094218848911,5.5016377706828345,2.353388167385767,0.25287769194059684,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1990-03-01,1990-04-01,2000-03-01,120,3.1991335088485444,5.410109305235434,2.2318557580321854,0.20038147854349014,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1990-03-01,1990-04-01,2020-03-01,360,2.672059807268619,5.349090328270501,2.481110154227451,0.12319303980472832,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1990-04-01,1990-05-01,1992-04-01,24,1.8020674279659765,5.536703671401457,0.584526690293088,0.3342834681559465,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1990-04-01,1990-05-01,1995-04-01,60,3.136094218848911,5.518523372708276,2.353388167385767,0.24319899141671236,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1990-04-01,1990-05-01,2000-04-01,120,3.1991335088485444,5.436578578255219,2.2318557580321854,0.18998879083907375,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1990-04-01,1990-05-01,2020-04-01,360,2.672059807268619,5.381948715286516,2.481110154227451,0.11602263110967963,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1990-05-01,1990-06-01,1992-05-01,24,1.8020674279659765,5.720731491721838,0.584526690293088,0.5359869340099607,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1990-05-01,1990-06-01,1995-05-01,60,3.136094218848911,5.7229153116356635,2.353388167385767,0.41162088435349314,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1990-05-01,1990-06-01,2000-05-01,120,3.1991335088485444,5.570141663940413,2.2318557580321854,0.3279327647492538,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1990-05-01,1990-06-01,2020-05-01,360,2.672059807268619,5.468292565476913,2.481110154227451,0.20210887382672918,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1990-06-01,1990-07-01,1992-06-01,24,1.8020674279659765,5.836578276922745,0.584526690293088,0.6797213512581962,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1990-06-01,1990-07-01,1995-06-01,60,3.136094218848911,5.886604705583994,2.353388167385767,0.532014062677956,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1990-06-01,1990-07-01,2000-06-01,120,3.1991335088485444,5.689857326404777,2.2318557580321854,0.42351512782408346,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1990-06-01,1990-07-01,2020-06-01,360,2.672059807268619,5.5586924069519625,2.481110154227451,0.26092403324126695,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1990-07-01,1990-08-01,1992-07-01,24,1.8020674279659765,5.890656379591303,0.584526690293088,0.7507176341874545,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1990-07-01,1990-08-01,1995-07-01,60,3.136094218848911,5.9966838727547005,2.353388167385767,0.5934232312235093,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1990-07-01,1990-08-01,2000-07-01,120,3.1991335088485444,5.78351511147733,2.2318557580321854,0.46948771691839764,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1990-07-01,1990-08-01,2020-07-01,360,2.672059807268619,5.641402603959085,2.481110154227451,0.2884262403448836,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1990-08-01,1990-09-01,1992-08-01,24,1.8020674279659765,5.846258093394631,0.584526690293088,0.6933106226185191,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1990-08-01,1990-09-01,1995-08-01,60,3.136094218848911,5.974471325793664,2.353388167385767,0.532441066559678,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1990-08-01,1990-09-01,2000-08-01,120,3.1991335088485444,5.801930265935094,2.2318557580321854,0.41300869782127897,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1990-08-01,1990-09-01,2020-08-01,360,2.672059807268619,5.6869028926960485,2.481110154227451,0.2513484488289866,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1990-09-01,1990-10-01,1992-09-01,24,1.8020674279659765,6.0415263944202,0.584526690293088,0.9837576267639585,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1990-09-01,1990-10-01,1995-09-01,60,3.136094218848911,6.347824687723088,2.353388167385767,0.8492353495078504,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1990-09-01,1990-10-01,2000-09-01,120,3.1991335088485444,6.038711911404383,2.2318557580321854,0.6737386289112902,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1990-09-01,1990-10-01,2020-09-01,360,2.672059807268619,5.832636727191913,2.481110154227451,0.414436496135248,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1990-10-01,1990-11-01,1992-10-01,24,1.8020674279659765,6.130674357241856,0.584526690293088,1.1399294306725565,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1990-10-01,1990-11-01,1995-10-01,60,3.136094218848911,6.596688888143651,2.353388167385767,1.0368507875732142,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1990-10-01,1990-11-01,2000-10-01,120,3.1991335088485444,6.2209962414786695,2.2318557580321854,0.821793026125117,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1990-10-01,1990-11-01,2020-10-01,360,2.672059807268619,5.970534477035345,2.481110154227451,0.5052854532248999,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1990-11-01,1990-12-01,1992-11-01,24,1.8020674279659765,6.1252702609643706,0.584526690293088,1.1300890538608264,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1990-11-01,1990-12-01,1995-11-01,60,3.136094218848911,6.645876718687945,2.353388167385767,1.023629556661299,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1990-11-01,1990-12-01,2000-11-01,120,3.1991335088485444,6.296786175889403,2.2318557580321854,0.8014951130636874,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1990-11-01,1990-12-01,2020-11-01,360,2.672059807268619,6.064059147357039,2.481110154227451,0.4899948044214414,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1990-12-01,1991-01-01,1992-12-01,24,1.8020674279659765,6.108714743091258,0.584526690293088,1.1012385190999454,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1990-12-01,1991-01-01,1995-12-01,60,3.136094218848911,6.631822851114757,2.353388167385767,0.9632489679304862,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1990-12-01,1991-01-01,2000-12-01,120,3.1991335088485444,6.331764227320304,2.2318557580321854,0.7421708290777479,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1990-12-01,1991-01-01,2020-12-01,360,2.672059807268619,6.131725144790667,2.481110154227451,0.4501627728564159,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1991-01-01,1991-02-01,1993-01-01,24,1.8020674279659765,6.100297145950724,0.584526690293088,1.0878013084770073,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1991-01-01,1991-02-01,1996-01-01,60,3.136094218848911,6.611958033770444,2.353388167385767,0.9131746147322416,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1991-01-01,1991-02-01,2001-01-01,120,3.1991335088485444,6.356421576235988,2.2318557580321854,0.6923135874351102,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1991-01-01,1991-02-01,2021-01-01,360,2.672059807268619,6.185671956045813,2.481110154227451,0.41652646473632676,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1991-02-01,1991-03-01,1993-02-01,24,1.8020674279659765,6.100297145950724,0.584526690293088,1.0878013084770073,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1991-02-01,1991-03-01,1996-02-01,60,3.136094218848911,6.4474367241240085,2.353388167385767,0.7826230461327214,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1991-02-01,1991-03-01,2001-02-01,120,3.1991335088485444,6.294048800551904,2.2318557580321854,0.5721981981068682,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1991-02-01,1991-03-01,2021-02-01,360,2.672059807268619,6.191261166627257,2.481110154227451,0.33738151187762083,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1991-03-01,1991-04-01,1993-03-01,24,1.8020674279659765,6.100297145950724,0.584526690293088,1.0878013084770073,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1991-03-01,1991-04-01,1996-03-01,60,3.136094218848911,6.388576252167682,2.353388167385767,0.7456170323256504,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1991-03-01,1991-04-01,2001-03-01,120,3.1991335088485444,6.278396336046317,2.2318557580321854,0.5365513163362429,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1991-03-01,1991-04-01,2021-03-01,360,2.672059807268619,6.204299691335318,2.481110154227451,0.3133378874689296,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1991-04-01,1991-05-01,1993-04-01,24,1.8020674279659765,6.100297145950724,0.584526690293088,1.0878013084770073,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1991-04-01,1991-05-01,1996-04-01,60,3.136094218848911,6.396475652476118,2.353388167385767,0.743878100245745,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1991-04-01,1991-05-01,2001-04-01,120,3.1991335088485444,6.29474623636165,2.2318557580321854,0.5336681624979149,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1991-04-01,1991-05-01,2021-04-01,360,2.672059807268619,6.226029087655312,2.481110154227451,0.3110829837909802,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1991-05-01,1991-06-01,1993-05-01,24,1.8020674279659765,6.100297145950724,0.584526690293088,1.0878013084770073,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1991-05-01,1991-06-01,1996-05-01,60,3.136094218848911,6.99519569488059,2.353388167385767,1.157554356747352,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1991-05-01,1991-06-01,2001-05-01,120,3.1991335088485444,6.638270677474026,2.2318557580321854,0.8905485806871046,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1991-05-01,1991-06-01,2021-05-01,360,2.672059807268619,6.395842526128987,2.481110154227451,0.5406974494075873,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1991-06-01,1991-07-01,1993-06-01,24,1.8020674279659765,6.100297145950724,0.584526690293088,1.0878013084770073,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1991-06-01,1991-07-01,1996-06-01,60,3.136094218848911,6.957179951952257,2.353388167385767,1.0966807742515934,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1991-06-01,1991-07-01,2001-06-01,120,3.1991335088485444,6.654018641821083,2.2318557580321854,0.8302390686344675,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1991-06-01,1991-07-01,2021-06-01,360,2.672059807268619,6.4466987298122955,2.481110154227451,0.5000362401465847,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1991-07-01,1991-08-01,1993-07-01,24,1.8020674279659765,6.100297145950724,0.584526690293088,1.0878013084770073,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1991-07-01,1991-08-01,1996-07-01,60,3.136094218848911,7.049166287065158,2.353388167385767,1.1504084945847153,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1991-07-01,1991-08-01,2001-07-01,120,3.1991335088485444,6.735918110029378,2.2318557580321854,0.8692757202220148,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1991-07-01,1991-08-01,2021-07-01,360,2.672059807268619,6.519883717543082,2.481110154227451,0.5233328686792501,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1991-08-01,1991-09-01,1993-08-01,24,1.8020674279659765,6.100297145950724,0.584526690293088,1.0878013084770073,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1991-08-01,1991-09-01,1996-08-01,60,3.136094218848911,7.094965914574396,2.353388167385767,1.167551938789357,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1991-08-01,1991-09-01,2001-08-01,120,3.1991335088485444,6.792705499338113,2.2318557580321854,0.8767905223767198,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1991-08-01,1991-09-01,2021-08-01,360,2.672059807268619,6.582061719286862,2.481110154227451,0.5263776914039889,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1991-09-01,1991-10-01,1993-09-01,24,1.8020674279659765,6.100297145950724,0.584526690293088,1.0878013084770073,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1991-09-01,1991-10-01,1996-09-01,60,3.136094218848911,6.982993486553489,2.353388167385767,1.0704253543094948,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1991-09-01,1991-10-01,2001-09-01,120,3.1991335088485444,6.759903796795894,2.2318557580321854,0.7867197857179471,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1991-09-01,1991-10-01,2021-09-01,360,2.672059807268619,6.6024191429185,2.481110154227451,0.46647104435571557,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1991-10-01,1991-11-01,1993-10-01,24,1.8020674279659765,6.100297145950724,0.584526690293088,1.0878013084770073,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1991-10-01,1991-11-01,1996-10-01,60,3.136094218848911,6.747273137656097,2.353388167385767,0.944140970089029,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1991-10-01,1991-11-01,2001-10-01,120,3.1991335088485444,6.649327869409782,2.2318557580321854,0.6721773645381237,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1991-10-01,1991-11-01,2021-10-01,360,2.672059807268619,6.57908182652031,2.481110154227451,0.3901827223401548,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1991-11-01,1991-12-01,1993-11-01,24,1.8020674279659765,6.100297145950724,0.584526690293088,1.0878013084770073,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1991-11-01,1991-12-01,1996-11-01,60,3.136094218848911,6.626773147890497,2.353388167385767,0.9143739419063368,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1991-11-01,1991-12-01,2001-11-01,120,3.1991335088485444,6.590792712757008,2.2318557580321854,0.6448816084615712,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1991-11-01,1991-12-01,2021-11-01,360,2.672059807268619,6.564481211205319,2.481110154227451,0.3717511654034923,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1991-12-01,1992-01-01,1993-12-01,24,1.8020674279659765,6.100297145950724,0.584526690293088,1.0878013084770073,1.6713529065084185,5.255497316019492
United Kingdom,yld_5yr,1991-12-01,1992-01-01,1996-12-01,60,3.136094218848911,6.683696472181287,2.353388167385767,0.9241585281207815,1.6713529065084185,5.255497316019492
United Kingdom,yld_10yr,1991-12-01,1992-01-01,2001-12-01,120,3.1991335088485444,6.626806626163077,2.2318557580321854,0.6533468931742185,1.6713529065084185,5.255497316019492
United Kingdom,yld_30yr,1991-12-01,1992-01-01,2021-12-01,360,2.672059807268619,6.584203873363549,2.481110154227451,0.3773655062817336,1.6713529065084185,5.255497316019492
United Kingdom,yld_2yr,1992-01-01,1992-02-01,1994-01-01,24,1.8020674279659765,6.100297145950724,0.584526690293088,1.0878013084770073,1.6713529065084185,5.255497316019492
